scenario_id,event_id,timestamp,account,priority,recommended_owner,attack_technique_ids,message
BASELINE-SUCCESS-0046,4624,13/06/2026 09:18:21,testuser16,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0047,4624,13/06/2026 09:18:27,testuser1,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0048,4624,13/06/2026 09:18:54,testuser14,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0049,4624,13/06/2026 09:19:01,testuser18,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0050,4624,13/06/2026 09:19:44,testuser18,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0051,4624,13/06/2026 09:20:26,testuser2,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0052,4624,13/06/2026 09:20:42,testuser1,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0053,4624,13/06/2026 09:21:27,testuser16,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0054,4624,13/06/2026 09:21:54,testuser10,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0055,4624,13/06/2026 09:22:37,testuser10,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0056,4624,13/06/2026 09:23:04,testuser17,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0057,4624,13/06/2026 09:23:46,testuser2,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0058,4624,13/06/2026 09:24:21,testuser8,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0059,4624,13/06/2026 09:24:49,testuser3,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0060,4624,13/06/2026 09:24:55,testuser1,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0061,4624,13/06/2026 09:25:29,testuser11,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0062,4624,13/06/2026 09:26:13,testuser19,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0063,4624,13/06/2026 09:26:35,testuser16,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0064,4624,13/06/2026 09:26:44,testuser15,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0065,4624,13/06/2026 09:26:52,testuser17,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0066,4624,13/06/2026 09:27:27,testuser20,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0067,4624,13/06/2026 09:27:43,testuser8,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0068,4624,13/06/2026 09:28:27,testuser1,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0069,4624,13/06/2026 09:28:41,testuser5,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0070,4624,13/06/2026 09:29:25,testuser9,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0071,4624,13/06/2026 09:29:52,testuser11,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0072,4624,13/06/2026 09:30:04,testuser15,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0073,4624,13/06/2026 09:30:24,testuser10,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0074,4624,13/06/2026 09:30:33,testuser7,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0075,4624,13/06/2026 09:30:42,testuser14,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0076,4624,13/06/2026 09:30:51,testuser5,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0077,4624,13/06/2026 09:31:24,testuser19,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0078,4624,13/06/2026 09:31:40,testuser1,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0079,4624,13/06/2026 09:32:09,testuser13,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0080,4624,13/06/2026 09:32:37,testuser7,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0081,4624,13/06/2026 09:33:05,testuser5,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0082,4624,13/06/2026 09:33:22,testuser7,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0083,4624,13/06/2026 09:34:05,testuser19,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0084,4624,13/06/2026 09:34:15,testuser15,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0085,4624,13/06/2026 09:34:26,testuser10,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0086,4624,13/06/2026 09:34:47,testuser15,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0087,4624,13/06/2026 09:34:54,testuser10,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0088,4624,13/06/2026 09:35:26,testuser18,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0089,4624,13/06/2026 09:35:56,testuser18,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0090,4624,13/06/2026 09:36:19,testuser2,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0091,4624,13/06/2026 09:37:01,testuser2,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0092,4624,13/06/2026 09:37:44,testuser20,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0093,4624,13/06/2026 09:38:03,testuser7,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0094,4624,13/06/2026 09:38:18,testuser7,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0095,4624,13/06/2026 09:38:58,testuser18,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0096,4624,13/06/2026 09:39:17,testuser1,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0097,4624,13/06/2026 09:40:01,testuser14,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0098,4624,13/06/2026 09:40:43,testuser5,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0099,4624,13/06/2026 09:41:28,testuser6,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0100,4624,13/06/2026 09:41:51,testuser12,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0101,4624,13/06/2026 09:41:56,testuser17,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0102,4624,13/06/2026 09:42:10,testuser17,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0103,4624,13/06/2026 09:42:19,testuser16,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0104,4624,13/06/2026 09:42:30,testuser14,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0105,4624,13/06/2026 09:43:08,testuser10,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0106,4624,13/06/2026 09:43:51,testuser16,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0107,4624,13/06/2026 09:44:24,testuser5,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0108,4624,13/06/2026 09:44:46,testuser20,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0109,4624,13/06/2026 09:44:57,testuser14,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0110,4624,13/06/2026 09:45:14,testuser2,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0111,4624,13/06/2026 09:45:20,testuser4,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0112,4624,13/06/2026 09:46:04,testuser12,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0113,4624,13/06/2026 09:46:11,testuser19,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0114,4624,13/06/2026 09:46:35,testuser17,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0115,4624,13/06/2026 09:46:48,testuser11,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0116,4624,13/06/2026 09:47:20,testuser17,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0117,4624,13/06/2026 09:47:41,testuser13,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0118,4624,13/06/2026 09:48:07,testuser11,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0119,4624,13/06/2026 09:48:43,testuser16,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0120,4624,13/06/2026 09:48:52,testuser7,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0121,4624,13/06/2026 09:49:22,testuser16,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0122,4624,13/06/2026 09:49:57,testuser20,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0123,4624,13/06/2026 09:50:13,testuser8,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0124,4624,13/06/2026 09:50:31,testuser12,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0125,4624,13/06/2026 09:51:11,testuser1,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0126,4624,13/06/2026 09:51:19,testuser19,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0127,4624,13/06/2026 09:51:47,testuser12,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0128,4624,13/06/2026 09:52:14,testuser17,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0129,4624,13/06/2026 09:52:58,testuser9,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0130,4624,13/06/2026 09:53:13,testuser18,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0131,4624,13/06/2026 09:53:55,testuser1,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0132,4624,13/06/2026 09:54:00,testuser11,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0133,4624,13/06/2026 09:54:08,testuser10,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0134,4624,13/06/2026 09:54:18,testuser3,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0135,4624,13/06/2026 09:54:40,testuser11,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0136,4624,13/06/2026 09:55:18,testuser8,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0137,4624,13/06/2026 09:55:23,testuser1,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0138,4624,13/06/2026 09:55:51,testuser2,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0139,4624,13/06/2026 09:56:27,testuser13,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0140,4624,13/06/2026 09:56:43,testuser19,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0141,4624,13/06/2026 09:57:21,testuser19,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0142,4624,13/06/2026 09:57:46,testuser2,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0143,4624,13/06/2026 09:58:29,testuser11,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0144,4624,13/06/2026 09:58:46,testuser3,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0145,4624,13/06/2026 09:59:31,testuser9,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0146,4624,13/06/2026 09:59:50,testuser2,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0147,4624,13/06/2026 10:00:21,testuser16,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0148,4624,13/06/2026 10:01:01,testuser14,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0149,4624,13/06/2026 10:01:32,testuser1,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0150,4624,13/06/2026 10:02:17,testuser18,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0151,4624,13/06/2026 10:02:52,testuser18,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0152,4624,13/06/2026 10:03:01,testuser20,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0153,4624,13/06/2026 10:03:18,testuser14,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0154,4624,13/06/2026 10:04:03,testuser18,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0155,4624,13/06/2026 10:04:37,testuser4,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0156,4624,13/06/2026 10:04:50,testuser12,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0157,4624,13/06/2026 10:05:22,testuser7,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0158,4624,13/06/2026 10:06:07,testuser11,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0159,4624,13/06/2026 10:06:47,testuser5,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0160,4624,13/06/2026 10:07:13,testuser5,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0161,4624,13/06/2026 10:07:40,testuser3,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0162,4624,13/06/2026 10:07:48,testuser9,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0163,4624,13/06/2026 10:08:32,testuser15,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0164,4624,13/06/2026 10:09:17,testuser1,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0165,4624,13/06/2026 10:09:33,testuser2,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0166,4624,13/06/2026 10:09:42,testuser13,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0167,4624,13/06/2026 10:10:22,testuser6,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0168,4624,13/06/2026 10:10:58,testuser9,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0169,4624,13/06/2026 10:11:31,testuser12,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0170,4624,13/06/2026 10:11:56,testuser13,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0171,4624,13/06/2026 10:12:15,testuser8,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0172,4624,13/06/2026 10:12:23,testuser8,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0173,4624,13/06/2026 10:13:08,testuser11,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0174,4624,13/06/2026 10:13:52,testuser15,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0175,4624,13/06/2026 10:14:02,testuser11,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0176,4624,13/06/2026 10:14:11,testuser9,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0177,4624,13/06/2026 10:14:24,testuser1,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0178,4624,13/06/2026 10:15:01,testuser6,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0179,4624,13/06/2026 10:15:06,testuser17,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0180,4624,13/06/2026 10:15:19,testuser3,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0181,4624,13/06/2026 10:15:56,testuser11,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0182,4624,13/06/2026 10:16:03,testuser20,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0183,4624,13/06/2026 10:16:37,testuser3,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0184,4624,13/06/2026 10:17:02,testuser12,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0185,4624,13/06/2026 10:17:44,testuser18,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0186,4624,13/06/2026 10:17:49,testuser4,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0187,4624,13/06/2026 10:18:17,testuser12,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0188,4624,13/06/2026 10:18:59,testuser5,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0189,4624,13/06/2026 10:19:22,testuser16,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0190,4624,13/06/2026 10:19:53,testuser17,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0191,4624,13/06/2026 10:20:12,testuser4,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0192,4624,13/06/2026 10:20:47,testuser9,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0193,4624,13/06/2026 10:21:14,testuser3,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0194,4624,13/06/2026 10:21:36,testuser15,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0195,4624,13/06/2026 10:22:15,testuser10,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0196,4624,13/06/2026 10:22:41,testuser16,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0197,4624,13/06/2026 10:23:13,testuser8,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0198,4624,13/06/2026 10:23:27,testuser17,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0199,4624,13/06/2026 10:23:35,testuser6,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0200,4624,13/06/2026 10:24:02,testuser12,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0201,4624,13/06/2026 10:24:46,testuser11,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0202,4624,13/06/2026 10:25:21,testuser2,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0203,4624,13/06/2026 10:25:42,testuser12,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0204,4624,13/06/2026 10:26:23,testuser5,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0205,4624,13/06/2026 10:26:57,testuser3,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0206,4624,13/06/2026 10:27:09,testuser7,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0207,4624,13/06/2026 10:27:22,testuser20,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0208,4624,13/06/2026 10:27:39,testuser13,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0209,4624,13/06/2026 10:28:04,testuser15,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0210,4624,13/06/2026 10:28:40,testuser5,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0211,4624,13/06/2026 10:29:04,testuser16,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0212,4624,13/06/2026 10:29:15,testuser17,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0213,4624,13/06/2026 10:29:26,testuser14,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0214,4624,13/06/2026 10:29:32,testuser8,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0215,4624,13/06/2026 10:30:16,testuser4,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0216,4624,13/06/2026 10:30:35,testuser19,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0217,4624,13/06/2026 10:30:57,testuser19,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0218,4624,13/06/2026 10:31:05,testuser5,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0219,4624,13/06/2026 10:31:34,testuser4,P4,Infrastructure / Operations,,An account was successfully logged on.
BASELINE-SUCCESS-0220,4624,13/06/2026 10:31:41,testuser3,P4,Infrastructure / Operations,,An account was successfully logged on.
